@relation fire.detection

@attribute Red numeric
@attribute Green numeric
@attribute Blue numeric
@attribute Hue numeric
@attribute Saturation numeric
@attribute Brightness numeric
@attribute Class {TRUE, FALSE}

@data
%Estoy en: /projects/examen/src/../src/no/100127121532_1_900x600.jpg
2078.132568,1125.123779,507.168121,1.168373,9.084258,8.149593,FALSE
1520.456909,669.196228,368.328125,0.796205,9.098394,5.962572,FALSE
1013.990601,462.793762,319.438751,3.412240,8.017531,3.976498,FALSE
1119.944946,962.745605,535.207520,1.818615,7.045745,4.655596,FALSE
1655.273071,1104.271240,443.563110,1.075762,9.071902,6.491246,FALSE
%Estoy en: /projects/examen/src/../src/si/860b0c31d670c238398c37849ea18995_img_7361.jpg
1695.830566,1749.189331,1796.758789,5.991608,1.073050,7.178503,FALSE
846.383118,813.290649,904.565613,8.917756,1.333937,3.573860,FALSE
1779.786255,1836.873169,1933.858154,6.811306,1.128394,7.628483,FALSE
1477.311890,1516.330566,1613.890625,7.389774,1.122331,6.348756,FALSE
1634.761230,1692.376831,1818.187500,7.280455,1.291735,7.135694,FALSE
1204.041260,1204.113159,1189.121216,5.680937,1.061128,4.940423,FALSE
1092.851196,733.808777,716.215637,8.391356,3.529326,4.289449,FALSE
1426.976929,1268.763184,1272.965576,7.617745,1.661430,5.685424,FALSE
1478.843750,1373.628174,1228.344971,6.172888,2.205299,5.978174,FALSE
1414.614990,1444.124390,1509.478760,7.188525,0.939894,5.962837,FALSE
1326.859985,1063.758179,726.154358,2.977073,4.939565,5.259936,FALSE
1676.537476,1015.779358,805.581848,4.504998,5.670740,6.577109,FALSE
2060.104492,1703.913086,1498.604370,3.634339,3.318765,8.102152,FALSE
1898.158081,1221.038696,629.344971,2.637279,7.276379,7.494621,FALSE
1407.869385,1452.859985,1413.976929,5.400198,1.077979,5.844295,FALSE
1264.637451,994.486267,718.700623,3.274241,4.863637,5.026468,FALSE
910.173767,620.195618,587.602478,5.485049,3.734467,3.569333,FALSE
1345.130615,1219.877441,1117.729370,3.133356,2.226998,5.311551,FALSE
1703.938721,1080.778809,483.964996,1.436130,7.456256,6.702391,FALSE
1242.536255,1226.571899,1139.724365,3.371041,1.742203,5.035842,FALSE
1137.124390,873.121887,551.956848,1.640229,5.819258,4.467031,FALSE
632.903748,539.746277,528.398132,2.841616,2.128624,2.482514,FALSE
800.919373,714.315613,648.481262,2.736389,2.572628,3.157192,FALSE
1366.921875,950.287476,447.011261,1.492921,6.572164,5.400325,FALSE
1076.856201,1018.488098,887.503723,2.624403,2.467507,4.294046,FALSE
%Estoy en: /projects/examen/src/../src/si/AR-170518209.jpg
1443.368164,1642.303711,1551.369995,5.253882,2.006379,6.622403,FALSE
1822.318726,2101.824463,2032.461304,5.376489,2.005405,8.476136,FALSE
1691.937500,2035.110596,1777.381226,4.675869,2.520725,8.078325,FALSE
1558.880005,1829.991821,1332.801880,3.774901,3.447909,7.207290,FALSE
1384.441895,1716.483765,1356.435669,4.152019,3.585636,6.881903,FALSE
1384.479980,1507.243164,1392.889404,4.657381,1.958650,6.044250,FALSE
1746.748169,1881.258789,1669.863770,3.414866,1.566369,7.403077,FALSE
1608.058105,1860.683716,1565.453125,3.968182,2.250431,7.303916,FALSE
1190.538696,1378.451904,1153.746216,4.002776,2.408273,5.421286,FALSE
1128.834351,1311.297485,921.003723,3.221142,3.746056,5.166487,FALSE
1599.264404,1607.288696,1457.923096,3.156558,1.790315,6.472761,FALSE
1785.591309,1694.140625,1524.120605,2.156190,1.923170,7.099577,FALSE
1607.145630,1470.881836,1206.126221,2.196769,3.020560,6.589905,FALSE
1478.238159,1450.486206,1155.076904,2.823555,2.995265,6.156456,FALSE
1034.380615,1198.706299,750.444397,2.890548,4.721092,4.703308,FALSE
1773.839966,1698.299316,1306.241821,1.836621,3.793298,7.095018,FALSE
2142.511963,1929.059326,1715.406250,1.247912,2.452239,8.414301,FALSE
1856.094360,1607.629395,1372.828125,1.265799,3.002792,7.298722,FALSE
1572.994995,1292.866211,1021.571228,2.376390,3.639315,6.228643,FALSE
652.295654,672.876221,480.298126,3.529298,4.293370,2.908006,FALSE
2120.795654,1850.270630,1581.041260,1.050804,3.185258,8.317298,FALSE
2281.933105,2051.388184,1823.763794,0.985590,2.469644,8.948933,FALSE
1347.819336,1230.020020,1132.964966,1.963107,1.817764,5.298617,FALSE
346.060638,339.576263,346.684998,4.916652,1.653956,1.432335,FALSE
536.565002,443.309387,432.505005,4.965548,2.769207,2.258984,FALSE
%Estoy en: /projects/examen/src/../src/si/BENCH-BLUFF-FIRE-1A.jpg
551.015625,349.769379,392.958130,6.994245,6.564243,2.165214,FALSE
1007.164978,809.275635,841.866272,7.405266,3.817743,3.958621,FALSE
974.062500,761.647522,805.299377,8.782966,3.904005,3.821918,FALSE
1221.328125,1063.659424,1096.478760,7.862202,2.460647,4.810803,FALSE
894.529358,790.010620,809.618774,6.267003,2.777105,3.537299,FALSE
696.503113,445.257507,530.251221,9.271880,6.352953,2.732718,FALSE
1308.073730,977.741272,1026.508179,9.760362,3.510589,5.129753,FALSE
1254.018066,814.486267,844.272522,8.632613,4.743205,4.917634,FALSE
1680.156860,1172.076904,1119.333130,2.149829,4.153243,6.588837,FALSE
1431.734375,1047.829956,976.359985,1.994158,4.392766,5.618602,FALSE
674.197510,381.880005,428.415619,7.816242,7.091325,2.645780,FALSE
1442.245605,997.306885,1014.582520,8.041910,4.273990,5.656195,FALSE
1411.188721,882.643127,882.540649,6.590092,5.238210,5.533987,FALSE
2088.955566,1343.068726,1146.456299,0.581950,5.479462,8.191733,FALSE
1933.831909,1204.598755,952.696228,0.790870,6.443862,7.587461,FALSE
739.543152,391.916260,367.758759,6.136273,7.705480,2.901969,FALSE
1095.915649,715.428101,699.076233,6.282746,4.826818,4.297845,FALSE
1221.944336,752.646851,702.538757,4.515625,5.597890,4.792276,FALSE
2158.668701,1476.095581,1268.819946,0.798739,5.385408,8.470131,FALSE
2469.024902,1919.911255,1690.178711,1.365013,4.659080,9.699197,FALSE
318.413116,136.470627,206.079376,9.071190,7.168093,1.251384,FALSE
437.356873,282.588745,344.683746,9.971029,4.223576,1.715950,FALSE
490.077515,301.862488,336.082489,9.091896,4.717353,1.922665,FALSE
860.566895,493.713135,459.858765,2.915866,5.469572,3.376033,FALSE
1108.650024,596.266235,531.876892,2.252693,6.463588,4.352688,FALSE
%Estoy en: /projects/examen/src/../src/si/DonMcPhail14.jpeg
680.085022,850.779358,1397.628784,7.545163,6.116252,5.481079,FALSE
615.630005,1250.163086,2161.818115,7.215131,8.437407,8.476979,FALSE
619.599976,1406.150024,2402.373779,7.116217,8.906290,9.419780,FALSE
595.907471,1378.601196,2362.373047,7.112394,8.974412,9.263288,FALSE
500.854370,1251.998779,2203.570557,7.117902,9.283443,8.641640,FALSE
816.569397,901.763123,1430.468140,7.761640,5.263253,5.609692,FALSE
1295.556274,1096.579956,1668.744995,9.015170,5.121759,6.899990,FALSE
978.273743,1323.979370,2067.631836,7.661164,6.324463,8.110680,FALSE
767.388123,1403.005005,2254.378662,7.168841,7.879774,8.841295,FALSE
657.919983,1317.026245,2160.338135,7.125741,8.329906,8.473332,FALSE
940.899353,744.829346,1172.491821,8.613543,5.661935,5.102659,FALSE
2277.581787,1212.021851,1459.940674,9.965280,5.743501,8.954601,FALSE
1837.265015,1031.816895,1384.098145,10.758868,5.239912,7.307094,FALSE
1403.046875,958.603760,1413.598755,9.629317,5.314593,6.490663,FALSE
890.835022,863.584351,1422.969971,8.399958,6.219557,5.874295,FALSE
547.111267,455.156250,629.630005,7.286056,4.956658,2.849617,FALSE
937.477478,551.260620,812.586243,9.616278,4.873915,3.817033,FALSE
752.319397,581.593140,920.135620,8.446010,4.664198,3.843910,FALSE
577.126892,581.601868,1003.070007,7.856786,6.018997,4.064485,FALSE
393.719360,513.585022,943.038757,7.624922,7.505572,3.768193,FALSE
612.990601,424.029999,314.718140,2.817263,4.302379,2.519680,FALSE
297.976868,309.035004,353.047485,5.402794,2.924725,1.536606,FALSE
270.110626,298.966248,362.746246,4.958043,2.663933,1.469060,FALSE
275.730621,323.629364,436.776245,6.414471,3.931912,1.769896,FALSE
283.821869,308.130005,398.188751,5.713481,4.402790,1.800006,FALSE
%Estoy en: /projects/examen/src/../src/si/Elko-NV-Forest-Fire.jpg
1069.564331,922.599976,1251.800659,8.992772,3.200395,4.936163,FALSE
1229.471924,1133.499390,1465.679321,8.636219,2.734580,5.749508,FALSE
1414.186890,1312.301270,1640.062500,8.779293,2.428428,6.454535,FALSE
1561.016235,1490.894409,1815.189331,8.501347,2.154447,7.117501,FALSE
1721.054321,1603.136841,1860.819336,9.002259,1.681874,7.308731,FALSE
1432.061890,907.414368,911.278137,7.411456,4.732659,5.617870,FALSE
1637.398804,1159.540039,1195.672485,6.336977,3.695642,6.424548,FALSE
1719.993164,1288.608154,1336.893066,6.782166,3.171936,6.753438,FALSE
1870.599976,1487.912476,1558.024414,7.389594,2.707008,7.352170,FALSE
2263.568848,1943.193726,1974.674316,6.795927,1.846864,8.876230,FALSE
2062.391357,1253.685669,872.392517,3.313912,7.363674,8.125889,FALSE
1979.369995,1233.988770,905.763733,2.835042,6.836384,7.784194,FALSE
2353.550049,1607.099365,1107.483154,1.807658,6.456789,9.248368,FALSE
1952.683105,1187.761841,880.238098,2.805070,6.811436,7.666482,FALSE
2278.717529,1617.974365,1239.979370,2.753168,5.834878,8.949708,FALSE
538.569397,218.577499,267.170624,11.543426,6.742850,2.112081,FALSE
1128.684326,500.391235,428.507507,9.426271,7.653862,4.432150,FALSE
2174.001221,1447.191895,950.811890,4.203611,7.349958,8.571955,FALSE
1873.149414,1096.296265,770.429993,4.684026,7.682515,7.359268,FALSE
1129.223145,476.558136,463.665619,8.560496,7.694445,4.428656,FALSE
163.524994,83.617500,124.679375,10.907754,5.960205,0.641575,FALSE
228.913757,111.904373,167.243118,11.002877,6.181129,0.897772,FALSE
277.953735,120.544373,181.562500,11.094893,6.718069,1.090270,FALSE
272.838135,120.470627,199.117493,10.842486,6.677379,1.069939,FALSE
250.399994,121.561874,210.640625,10.398638,6.173085,0.983828,FALSE
%Estoy en: /projects/examen/src/../src/si/Fire-pic-1.jpg
1938.111206,2061.345703,2267.283203,7.469234,1.941073,8.919896,FALSE
1812.041260,1754.518066,1847.648804,8.398323,1.199771,7.477669,FALSE
1360.010010,1206.199951,1211.771851,4.726439,1.643049,5.406540,FALSE
1141.891846,1056.996216,1094.513184,6.846055,1.250840,4.555564,FALSE
1139.521240,1162.381226,1233.903076,7.040325,1.230454,4.905618,FALSE
2122.081299,1919.573120,2111.614990,9.849865,1.481256,8.604469,FALSE
2442.331299,2080.463135,2265.543701,10.178183,1.953207,9.791547,FALSE
2187.401855,1564.871216,1509.494995,3.411945,3.747866,8.578300,FALSE
1916.965576,1353.046875,1205.074341,4.971858,4.107273,7.518749,FALSE
1461.504395,1340.672485,1552.370605,8.537224,2.541153,6.502176,FALSE
2446.220703,1963.676270,2047.694946,7.467894,2.763669,9.806377,FALSE
2607.646240,2018.603760,2054.805664,7.019580,2.801364,10.230112,FALSE
2817.021240,2054.749268,1464.492554,0.813819,5.760210,11.048584,FALSE
2413.014404,1608.365601,1208.683105,2.915217,5.774157,9.464425,FALSE
2075.000732,1630.897461,1759.297485,8.575832,2.780066,8.366703,FALSE
1444.215576,1600.425049,1743.530029,6.154283,2.730437,7.125311,FALSE
1922.505615,1732.345581,1731.787476,6.874149,2.309882,7.856293,FALSE
2440.435059,1980.595581,1351.168091,1.607671,5.077887,9.644746,FALSE
2026.073120,1645.971191,1436.291260,4.644363,3.372369,7.997298,FALSE
1367.378784,1376.081299,1518.453125,7.000019,1.944216,6.141673,FALSE
1000.286255,1080.444336,932.834351,3.224840,2.010060,4.290237,FALSE
1070.483765,1115.274414,962.219971,2.691154,1.964371,4.439591,FALSE
1119.785645,1134.961304,973.378113,2.244659,1.986968,4.534807,FALSE
1135.294434,1103.986816,993.195007,2.079141,1.799169,4.551007,FALSE
1035.617554,1033.191895,929.548096,2.408828,1.668980,4.201827,FALSE
%Estoy en: /projects/examen/src/../src/si/NFYBKt.jpg
2360.982422,1559.701294,1006.778748,0.966227,7.100103,9.262592,FALSE
2781.513672,1835.181274,632.046265,1.171055,9.425794,10.908860,FALSE
2632.955566,990.338135,179.585007,0.656580,11.246281,10.325645,FALSE
2395.389404,750.887512,129.833130,0.511419,11.418388,9.393850,FALSE
1740.898804,296.583740,88.660004,0.254010,11.474493,6.826907,FALSE
2453.630615,1081.895630,308.984375,0.714270,10.693721,9.622702,FALSE
2470.830566,897.313721,211.479996,0.594084,11.088118,9.689551,FALSE
2612.383057,881.516235,149.372498,0.578657,11.355277,10.244835,FALSE
2581.435059,808.826904,163.039368,0.511549,11.299971,10.123520,FALSE
2259.933838,546.846252,98.708748,0.392254,11.508869,8.862521,FALSE
2370.604492,1027.374390,305.296265,0.673174,10.660933,9.296585,FALSE
2076.099365,514.371277,118.452499,0.404651,11.399356,8.141613,FALSE
2566.367432,853.428101,177.176254,0.543448,11.228298,10.064468,FALSE
2720.336914,1122.630005,248.234375,0.696686,10.971443,10.668332,FALSE
2357.601807,585.388733,136.643753,0.417643,11.339767,9.245579,FALSE
2206.250000,592.028748,128.463745,0.441896,11.356434,8.652097,FALSE
2100.028809,555.191895,144.608749,0.428696,11.263289,8.235410,FALSE
2325.570068,698.847473,208.345001,0.450220,11.058619,9.119971,FALSE
2207.206299,701.583740,251.600632,0.562227,10.809975,8.655774,FALSE
2032.338135,595.090027,242.480621,0.636163,10.784527,7.970012,FALSE
2123.688721,597.376221,257.043762,0.491869,10.770367,8.328190,FALSE
1783.786255,581.461853,273.649994,0.741148,10.546805,6.995298,FALSE
1668.669434,457.313751,213.596878,0.545363,10.782772,6.543778,FALSE
1777.075684,441.319366,187.357498,0.734829,10.934729,6.968968,FALSE
1046.183105,290.152496,143.368118,1.290135,10.705001,4.102717,FALSE
%Estoy en: /projects/examen/src/../src/si/Portugal-fires-800x600.jpg
1483.948730,1044.798706,190.235001,1.307916,10.823745,5.819198,FALSE
2010.743164,1464.324951,328.029999,1.344275,10.275714,7.885070,FALSE
2513.957520,2068.408203,856.996277,1.950429,8.255241,9.884697,FALSE
2743.629395,2496.193115,1638.329346,2.922713,5.393602,10.845328,FALSE
2020.406250,1280.856201,67.694374,1.239670,11.620232,7.923445,FALSE
877.945007,545.939392,37.748749,1.215919,11.564513,3.443003,FALSE
1422.796265,923.694397,108.427498,1.230488,11.331852,5.579572,FALSE
2458.592529,2163.992432,1177.083740,2.094682,6.863029,9.684657,FALSE
2484.748779,2062.452393,842.941895,1.987064,8.474524,9.784564,FALSE
2145.423828,1338.243164,85.495628,1.211874,11.570246,8.413630,FALSE
1389.849976,878.099365,110.535004,1.198076,11.298793,5.450436,FALSE
2070.382568,1422.928711,230.630005,1.282835,10.819813,8.118677,FALSE
1773.551880,1284.074951,208.860626,1.343728,10.938752,6.957384,FALSE
2002.896240,1306.534424,99.238747,1.273799,11.524154,7.856738,FALSE
1876.001831,1066.944946,26.440001,1.120024,11.824152,7.357235,FALSE
2016.110596,1443.128174,296.877502,1.395246,10.575453,7.911162,FALSE
2104.975098,1589.550049,158.114380,1.432601,11.199704,8.254260,FALSE
880.827515,534.572510,33.396252,1.144107,11.583016,3.454405,FALSE
1490.792480,1086.533691,272.490631,1.368497,10.435605,5.853490,FALSE
898.292480,487.688751,67.016251,1.082275,11.057549,3.523177,FALSE
961.441895,586.841858,97.876251,1.144884,11.252410,3.773475,FALSE
1217.650635,797.601868,145.712494,1.217348,10.884463,4.777822,FALSE
894.783142,555.166870,21.636875,1.253112,11.562916,3.509446,FALSE
1088.358765,694.700012,102.911247,1.179396,10.930842,4.269070,FALSE
393.593750,222.736252,65.883751,1.287567,9.464433,1.549425,FALSE
%Estoy en: /projects/examen/src/../src/si/Wildfire-in-Tanahun.jpg
778.380005,1134.612549,1170.182495,6.157609,4.973297,4.738608,FALSE
2355.490723,2728.540039,2740.386230,6.062832,1.767669,10.788222,FALSE
2230.186279,2566.939453,2606.911133,6.160985,1.782768,10.249104,FALSE
2106.886963,2484.308838,2538.209473,6.223279,2.080988,9.973215,FALSE
1834.441895,2240.449463,2293.011230,6.200673,2.445025,9.024450,FALSE
909.906250,1169.414429,1142.665039,5.771945,3.274952,4.692880,FALSE
1689.332520,1968.636841,2009.765625,6.237097,1.955652,7.900947,FALSE
1860.914429,2146.074463,2172.273193,6.048645,1.811084,8.592916,FALSE
1758.883789,1856.831299,1754.701294,4.513301,2.525405,7.819044,FALSE
1109.376831,1350.824951,1270.791260,5.200294,3.141601,5.445642,FALSE
895.263123,1088.755005,874.849365,4.212617,3.291623,4.291332,FALSE
1273.564331,1549.331299,1473.239380,5.348815,2.356945,6.107609,FALSE
1605.383179,1777.512451,1677.382446,4.717682,1.876979,7.160493,FALSE
1825.148071,1385.491211,938.320007,1.889700,5.545428,7.448092,FALSE
1401.897461,1553.384399,1185.863770,3.191759,3.261266,6.156374,FALSE
562.147522,667.956238,418.750610,3.535288,4.844809,2.684081,FALSE
798.520630,918.505005,886.747498,5.347161,2.382324,3.732150,FALSE
1518.006226,1223.303711,1001.235596,2.367839,3.563918,6.083958,FALSE
1230.247559,1009.625610,723.858765,1.571828,4.309309,4.854967,FALSE
1817.378174,1727.719360,1188.248169,1.749755,4.199193,7.164081,FALSE
392.136261,409.108765,362.024994,4.144366,3.417662,1.743700,FALSE
777.986877,800.143738,716.560608,3.931731,2.532578,3.303728,FALSE
766.686890,720.710632,593.614380,2.347812,2.977229,3.057271,FALSE
965.913147,870.369385,612.815002,1.930908,4.299757,3.812609,FALSE
2007.802490,1868.998169,1263.559326,1.633258,4.499235,7.885461,FALSE
%Estoy en: /projects/examen/src/../src/si/amazon-fire.jpg
2220.485596,2108.966797,1769.561890,1.699916,2.462917,8.768888,FALSE
2114.935059,1914.078125,1552.176880,1.484890,3.163400,8.333580,FALSE
2025.410034,1930.252441,1592.876221,1.674176,2.567822,7.961858,FALSE
2208.479980,1967.903076,1584.229370,1.303570,3.430045,8.661805,FALSE
1754.788086,1352.180054,995.403748,1.324118,4.746537,6.921984,FALSE
2512.958008,2101.772461,1534.823730,1.208142,4.673934,9.854830,FALSE
2325.249268,1921.973145,1406.917480,1.189488,4.680358,9.123453,FALSE
2428.478027,1841.916870,1255.467529,1.057812,5.590842,9.523562,FALSE
2579.965088,1827.945679,1169.088135,0.986849,6.549210,10.117558,FALSE
2152.073730,1389.093140,869.349365,0.839393,7.029122,8.439408,FALSE
2210.330566,1630.699951,1016.312500,1.074173,6.568697,8.668402,FALSE
1939.229370,1481.660645,925.343750,1.151139,6.379407,7.605061,FALSE
2441.787598,1503.711304,730.491882,0.939819,8.354212,9.575420,FALSE
2486.975098,1286.665649,402.935638,0.843830,10.125352,9.752917,FALSE
1851.324951,973.335022,421.885010,0.768353,9.289108,7.260092,FALSE
1669.639404,939.505615,364.672485,0.881635,9.378626,6.547514,FALSE
1353.200684,722.739990,269.600006,0.887849,9.547054,5.308666,FALSE
1945.759399,1081.953125,414.029388,0.867785,9.430636,7.630528,FALSE
1631.612549,745.913147,203.253754,0.720096,10.682961,6.398424,FALSE
1070.618164,497.066254,193.931870,0.742598,9.458233,4.198951,FALSE
569.476868,442.141876,245.091248,1.406562,6.612952,2.237517,FALSE
403.143127,329.350006,182.880005,1.828187,6.246464,1.621197,FALSE
519.104980,385.193115,204.457504,1.654056,6.694986,2.070901,FALSE
735.743774,409.204376,166.443130,1.177723,8.406231,2.895222,FALSE
742.510620,408.952515,195.914368,1.016558,8.239636,2.915284,FALSE
%Estoy en: /projects/examen/src/../src/si/anclote-1494167100-1698.jpg
294.333130,125.051872,148.142502,6.251657,8.794587,1.191291,FALSE
516.893127,221.865631,122.893127,0.540907,9.323069,2.027100,FALSE
594.432495,262.661865,138.453125,0.861784,9.320200,2.331161,FALSE
728.476257,334.116882,154.518127,0.620027,9.528360,2.856838,FALSE
655.234375,298.776245,162.420624,0.748038,9.167500,2.569584,FALSE
548.990601,271.681244,121.270622,2.428040,9.388331,2.152941,FALSE
866.487488,424.256866,139.583755,0.745134,10.165161,3.397878,FALSE
1249.025635,684.147522,222.354370,0.884903,9.904367,4.898479,FALSE
1010.219360,555.184998,172.151871,0.908388,9.969172,3.961840,FALSE
830.909973,430.200623,157.847504,0.819344,9.876278,3.258567,FALSE
1087.930664,643.968140,154.040619,1.030456,10.354165,4.266418,FALSE
1488.074951,861.732483,291.006256,0.947765,9.816735,5.835494,FALSE
1621.412476,959.141846,333.275635,0.971042,9.577051,6.358722,FALSE
1482.207520,900.043762,295.100006,1.017574,9.631652,5.812323,FALSE
1288.556885,780.878113,248.514999,1.013266,9.848011,5.053076,FALSE
1966.721191,1491.463135,919.858765,1.222805,7.373652,7.717073,FALSE
1879.496826,1245.197510,571.488098,1.029118,8.675343,7.370646,FALSE
1796.490601,1186.198730,487.173126,1.053771,8.889037,7.045117,FALSE
2065.504883,1487.046875,669.394348,1.182107,8.320292,8.100161,FALSE
1837.903809,1279.658691,498.370636,1.149353,9.052762,7.207275,FALSE
1241.185669,930.356262,642.013733,1.054760,6.596214,4.869219,FALSE
1713.689331,1322.538086,929.406860,1.171999,7.085135,6.723648,FALSE
1978.190674,1513.581909,928.464355,1.149305,7.362114,7.759730,FALSE
2624.208008,2294.341309,1659.723145,1.521738,4.900006,10.294890,FALSE
2404.363037,2052.806885,1493.911255,1.320960,5.183054,9.431014,FALSE
%Estoy en: /projects/examen/src/../src/si/anclote_branch_2-1494251671-784.jpg
88.246872,49.893749,27.702499,1.445931,8.049438,0.346110,FALSE
143.783127,64.260002,31.856251,0.661494,9.374964,0.563901,FALSE
198.793747,77.896873,38.311249,1.050527,9.749157,0.779657,FALSE
225.905624,87.736877,43.533749,0.647352,9.789184,0.885962,FALSE
112.781250,57.332500,32.513126,0.990057,8.465212,0.442332,FALSE
194.658752,83.384377,37.436874,0.815582,9.604329,0.763417,FALSE
359.589386,142.799377,57.530624,0.661166,10.173582,1.410209,FALSE
692.408142,319.910004,147.796249,1.153080,9.884092,2.715414,FALSE
445.315002,188.990005,79.330627,0.627848,10.032019,1.746398,FALSE
210.511246,86.503128,43.755001,0.706103,9.475572,0.825587,FALSE
736.193115,369.177490,151.139999,0.997701,9.682967,2.887182,FALSE
1211.925049,639.493774,299.494385,0.899499,9.610023,4.752869,FALSE
1609.556274,1042.645630,650.221252,1.160452,8.507245,6.315270,FALSE
1294.711914,676.071228,302.843750,0.792431,9.633740,5.077425,FALSE
886.027527,452.227509,176.774994,0.737687,10.020886,3.474627,FALSE
192.928757,105.810623,82.212502,0.938017,6.951489,0.757371,FALSE
398.756256,178.838745,94.938126,0.753665,8.933863,1.563862,FALSE
484.686249,233.730621,138.683746,1.663374,8.690064,1.901063,FALSE
668.501892,328.904999,166.384995,0.895014,9.110228,2.621760,FALSE
661.344360,327.731873,144.985001,0.640915,9.645647,2.593546,FALSE
121.097504,69.699997,69.032501,5.419395,6.234012,0.474987,FALSE
107.569374,60.320625,58.047501,5.501931,6.262311,0.421950,FALSE
130.582504,73.461250,62.901875,2.919147,6.569399,0.512258,FALSE
161.158752,81.422501,70.671249,3.369557,6.670114,0.632220,FALSE
139.952499,71.940628,63.088749,4.052083,6.380576,0.548949,FALSE
%Estoy en: /projects/examen/src/../src/si/another-hayman-fire-photo.jpg
2394.650635,1630.313110,1350.628784,3.730787,5.238387,9.391624,FALSE
2706.049316,1806.468140,1337.530029,1.585862,6.054075,10.612570,FALSE
2484.294922,1394.013794,1155.093750,2.739496,6.414642,9.743130,FALSE
2327.627441,1132.396851,841.591858,0.395520,7.616495,9.127529,FALSE
2255.696777,1159.670044,683.695007,0.964252,8.016822,8.846101,FALSE
2904.201172,2279.706299,1578.104370,1.067561,5.502366,11.390237,FALSE
2983.958008,2386.936768,1609.863770,1.130094,5.527577,11.702712,FALSE
2941.189453,2201.866211,1427.599365,1.026819,6.185031,11.534965,FALSE
1807.415649,1194.108154,1076.425049,4.454582,4.693277,7.119492,FALSE
1287.651245,831.726868,846.597473,6.661009,4.265999,5.155681,FALSE
2869.379883,2354.513184,1960.295654,1.368616,3.862615,11.255689,FALSE
2980.580078,2574.313232,2165.115723,1.827989,3.313364,11.692157,FALSE
2798.709473,2158.916992,1663.788696,0.958987,4.836317,10.975690,FALSE
1407.586914,1319.199951,1423.874390,6.400441,3.164285,6.377576,FALSE
1143.920044,1022.431274,1103.503784,6.512074,3.325126,5.197631,FALSE
2196.057617,1832.498779,1809.944336,5.472054,3.050168,8.853611,FALSE
2334.806152,1998.933716,2041.892456,6.747969,2.533317,9.457929,FALSE
1974.930664,1677.893799,1696.756226,5.666589,3.039527,8.220970,FALSE
875.042480,1098.168701,1354.208740,7.194278,4.510979,5.321103,FALSE
554.754395,663.210022,809.030640,7.101949,3.804309,3.181005,FALSE
378.053741,464.838135,594.946228,6.935231,4.605644,2.348025,FALSE
503.905640,641.033142,797.406250,6.881919,4.515452,3.134559,FALSE
290.088745,377.602509,442.085632,6.632341,3.980884,1.745425,FALSE
354.006866,485.410004,605.265625,6.782712,4.941626,2.395811,FALSE
278.926880,387.802490,465.543121,6.700933,4.861471,1.849414,FALSE
%Estoy en: /projects/examen/src/../src/si/dsc00753copy_copy.jpg
479.052490,548.258728,567.421265,4.825682,4.650575,2.415968,FALSE
1210.558105,1253.789429,1263.825684,5.118924,1.981218,5.224527,FALSE
1682.171875,1752.439331,1764.805054,5.190589,1.395123,7.170414,FALSE
1554.098755,1609.429321,1682.040649,5.963723,2.264152,6.856127,FALSE
1264.558105,1044.553711,927.752502,3.149808,3.291270,5.073764,FALSE
526.068115,521.421265,485.774384,3.681419,3.008880,2.245342,FALSE
727.977478,767.588135,788.957520,5.564276,2.149146,3.200573,FALSE
948.267517,966.359985,1005.318115,6.048301,1.263188,4.047818,FALSE
967.985596,1002.647522,1081.956909,6.314969,2.614783,4.499589,FALSE
516.878723,484.651245,468.593140,4.062610,3.779719,2.218212,FALSE
425.761871,407.906250,292.646881,2.397958,5.100807,1.808807,FALSE
554.788147,498.668121,467.010620,3.438586,3.020352,2.287155,FALSE
706.811890,688.560608,637.627502,4.069534,2.292827,2.930605,FALSE
545.510620,662.916260,721.225647,6.089575,3.903849,2.940901,FALSE
196.891876,262.904388,274.603760,5.826695,6.316572,1.145288,FALSE
461.814362,385.696869,275.561249,2.357030,6.189093,1.892424,FALSE
970.170654,627.950623,400.296875,2.691962,6.201029,3.824349,FALSE
667.467529,617.033752,568.333740,3.912173,2.715907,2.722940,FALSE
671.514404,582.102478,508.923126,3.618756,4.411700,2.800342,FALSE
299.166870,316.972504,280.493134,4.368830,5.822066,1.384139,FALSE
388.368744,370.220001,320.066864,3.611276,4.972810,1.655288,FALSE
694.621887,605.305603,551.942505,3.134542,3.416254,2.783644,FALSE
767.128113,652.375610,556.275635,2.586255,4.005277,3.081244,FALSE
430.783112,424.359375,356.263123,3.348101,4.920363,1.839040,FALSE
302.947510,329.920624,295.081879,4.025261,6.554134,1.415142,FALSE
%Estoy en: /projects/examen/src/../src/si/fire.jpg
2679.478760,2640.137451,2594.483643,0.682880,0.420280,10.509317,FALSE
2638.120605,2575.371338,2527.406250,1.112205,0.561423,10.348174,FALSE
2554.344482,2459.506836,2390.752441,1.597455,0.823316,10.017184,FALSE
2117.123779,1990.614380,1951.996216,2.130018,1.036276,8.302678,FALSE
1755.896851,1482.038086,1283.679321,0.800199,3.210252,6.885631,FALSE
1928.816284,1787.837524,1712.612549,0.844371,1.344521,7.563386,FALSE
1991.469360,1824.893799,1727.149414,1.085191,1.621855,7.808615,FALSE
1771.175659,1595.583130,1570.780640,1.912499,1.385697,6.945328,FALSE
